Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp
"Pantaloons (Cross River Mall, New Delhi)","First Floor, Central Business, Plot No 9B & 9C, Crossriver Mall, nearby The Leela Ambience Convention Hotel, Shahdara, New Delhi, Delhi 110032","First Floor, Central Business","Plot No 9B & 9C, Crossriver Mall","Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",011 4211 1992,"011 4211 1992, +91 11 4211 1992",YES,2833,4.4,https://search.google.com/local/reviews?placeid=ChIJIwAJc2n7DDkRrA0BjQZOitQ&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15315139272869219756,28.657484999999998,77.30244669999999,https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-shahadra/pantaloons-in-shahadra-new-delhi--6b0bc2ce-6347-4248-9284-76c4cb803181/home,stores.pantaloons.com,"Tuesday:[11 am–10 pm], Wednesday:[11 am–10 pm], Thursday:[11 am–10 pm], Friday:[11 am–10 pm], Saturday:[11 am–10 pm], Sunday:[11 am–10 pm], Monday:[11 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipMQCxP0Gg3ZAktjQYrXAiuuQTpZ-xoS8mlsCiH4=w122-h92-k-no,15315139272869219756,ChIJIwAJc2n7DDkRrA0BjQZOitQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (CBD Mall Shahdara, New Delhi)","Ground Floor, Central Business, Unity One Mall, next to Haldiram, Shahdara, New Delhi, Delhi 110032","Ground Floor, Central Business",Unity One Mall,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",089293 01616,"089293 01616, +91 89293 01616",YES,386,4.8,https://search.google.com/local/reviews?placeid=ChIJaf-c59HjDDkR3Di6V5mCoso&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14601376537001998556,28.6606189,77.29807699999999,https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-shahadra/pantaloons-in-shahadra-new-delhi--d9ba3f5f-7f0a-4c8f-955e-b1d88c43c1db/home,stores.pantaloons.com,"Tuesday:[11 am–10 pm], Wednesday:[11 am–10 pm], Thursday:[11 am–10 pm], Friday:[11 am–10 pm], Saturday:[11 am–10 pm], Sunday:[11 am–10 pm], Monday:[11 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipPQoxhegPBqda9wviV1e8E89-Utea_HHOAIUeM5=w122-h92-k-no,14601376537001998556,ChIJaf-c59HjDDkR3Di6V5mCoso,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Janakpuri, Delhi)","Ground Floor, Unity One Mall, Janakpuri, near by Janakpuri West Metro Station, New Delhi, Delhi 110058","Ground Floor, Unity One Mall",Janakpuri,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",089293 01612,"089293 01612, +91 89293 01612",YES,1614,4.2,https://search.google.com/local/reviews?placeid=ChIJZVr7QokFDTkRRiGu5NFoXkk&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5286778263273611590,28.6285426,77.0765574,https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-janakpuri/pantaloons-in-janakpuri-new-delhi--bd50a4a1-e310-41fe-b955-af1346ee71b5/home,stores.pantaloons.com,"Tuesday:[11 am–10 pm], Wednesday:[11 am–10 pm], Thursday:[11 am–10 pm], Friday:[11 am–10 pm], Saturday:[11 am–10 pm], Sunday:[11 am–10 pm], Monday:[11 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipN2iWpZvBWLqo48c0T9pItEZPCTsTuxMZXqmeHM=w122-h92-k-no,5286778263273611590,ChIJZVr7QokFDTkRRiGu5NFoXkk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Kamla Nagar, New Delhi)","Plot No 29, Bungalow Rd, near Chroma Store, Kamla Nagar, New Delhi, Delhi, 110007","Plot No 29, Bungalow Rd",near Chroma Store,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",076694 21298,"076694 21298, +91 76694 21298",YES,2486,4.6,https://search.google.com/local/reviews?placeid=ChIJqepJ2eL9DDkRa-qg8PaU8Jc&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10948414482457619051,28.682961199999998,77.20547359999999,https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-kamla-nagar/pantaloons-in-kamla-nagar-new-delhi--958e0840-d7ee-44f4-aedd-03864f12fd18/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOEy8ydpuvvJsWo0H3viQbEx1KEwDo8_RpKYjVA=w122-h92-k-no,10948414482457619051,ChIJqepJ2eL9DDkRa-qg8PaU8Jc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (World Square Mall, Ghaziabad)","Box Office, World Square Mall, Ground Floor & First Floor, Katori Mill, next to Cinema, Mohan Nagar, Ghaziabad, Uttar Pradesh 201007","Box Office, World Square Mall","Ground Floor & First Floor, Katori Mill","Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",089293 01615,"089293 01615, +91 89293 01615",YES,1286,4.1,https://search.google.com/local/reviews?placeid=ChIJIe-Gzn7wDDkRl8tZq5XH74U&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9651151972117105559,28.6797364,77.3818745,https://stores.pantaloons.com/pantaloons/stores-in-ghaziabad/stores-in-katori-mill/pantaloons-in-katori-mill-ghaziabad--082ffd51-8a1e-4122-a147-9f06cb0d3a39/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipP-_OOXUxx1I73M3lyKKrzGxqjS6ZOK40m17uuT=w153-h92-k-no,9651151972117105559,ChIJIe-Gzn7wDDkRl8tZq5XH74U,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Opulent Mall, Ghaziabad)","Opulent Mall, Unit No 23, 24, 25 on Ground Floor & 17, 18, 21, 22 on First Floor And 5, 6, 7, 8 on Second Floor, Grand Trunk Rd, near D Mart, Gandhi Nagar, Ghaziabad, Uttar Pradesh 201001","Opulent Mall, Unit No 23, 24, 25 on Ground Floor & 17, 18, 21, 22 on First Floor And 5, 6, 7, 8 on Second Floor",Grand Trunk Rd,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",085889 61911,"085889 61911, +91 85889 61911",YES,105,4.8,https://search.google.com/local/reviews?placeid=ChIJp3ZeOMzxDDkRisuwmCQqIw8&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1090761871422704522,28.654125999999998,77.4365902,https://stores.pantaloons.com/pantaloons/stores-in-ghaziabad/stores-in-gandhi-nagar/pantaloons-in-gandhi-nagar-ghaziabad--4e8146df-30ae-47ef-8d15-abae5c3afb00/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–5 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOsVswZYHGURAbr2oYapqGM8BUj_Z_9ZS56nLaO=w122-h92-k-no,1090761871422704522,ChIJp3ZeOMzxDDkRisuwmCQqIw8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Esplanade Mall, Gurugram)","Shop No 14 to 21, Khasra No 730/1, Ground Floor, The Esplanade Mall, Basai Rd, opposite Alpine Convent School, Sector 37C, Gurugram, Haryana 122001","Shop No 14 to 21, Khasra No 730/1, Ground Floor",The Esplanade Mall,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",089293 25335,"089293 25335, +91 89293 25335",YES,174,4.7,https://search.google.com/local/reviews?placeid=ChIJDddMYjkZDTkROHOTafnycQ0&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=968822547893416760,28.453840099999997,76.9928448,https://stores.pantaloons.com/pantaloons/stores-in-gurugram/stores-in-sector-37-c/pantaloons-in-sector-37-c-gurugram--6bcaf717-f44b-4ed5-a1a2-30c3c273cb3f/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipO8VMTTS42NrsLEkWZsaKVVi3Ey7nqZ0g008JFA=w163-h92-k-no,968822547893416760,ChIJDddMYjkZDTkROHOTafnycQ0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (MGF Metropolis Mall, Gurugram)","MGF Metropolis Mall, Mehrauli-Gurgaon Rd, near by Metro Gate No 2, DLF Phase 2, Sector 25, Gurugram, Sarhol, Haryana 122002",MGF Metropolis Mall,Mehrauli-Gurgaon Rd,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",089297 25901,"089297 25901, +91 89297 25901",YES,239,4.4,https://search.google.com/local/reviews?placeid=ChIJjRNQKyIZDTkRR0r2LavZVgk&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=672964523572218439,28.481156199999997,77.08024139999999,https://stores.pantaloons.com/pantaloons/stores-in-gurugram/stores-in-sector-25/pantaloons-in-sector-25-gurugram--cd457f9a-025a-482d-8dc6-56d211145c85/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPwdMlcob502RTbgijCD-ayz_Xd-V5mQ95xtkL2=w163-h92-k-no,672964523572218439,ChIJjRNQKyIZDTkRR0r2LavZVgk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (JMD Empire Square, Gurugram)","Shop No 16/21, JMD Empire Square, Mehrauli-Gurgaon Rd, nearby Metro Station, A Block, DLF Phase 1, Sikanderpur Ghosi, Gurugram, Haryana 122002",Shop No 16/21,JMD Empire Square,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",076696 77011,"076696 77011, +91 76696 77011",YES,88,4.8,https://search.google.com/local/reviews?placeid=ChIJLUTdkfQZDTkRAqdlnMg_htc&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15530170495883650818,28.479132699999997,77.09067089999999,https://stores.pantaloons.com/pantaloons/stores-in-gurugram/stores-in-sector-25/pantaloons-in-sector-25-gurugram--dcb54b76-0a0a-496c-8fa2-e0f1622f371d/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPpo8b5r7Ppb_CdFA36hb-axS24TXh7sn1tO-_B=w204-h92-k-no,15530170495883650818,ChIJLUTdkfQZDTkRAqdlnMg_htc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Sapphire 83, Gurugram)","153 on First Floor, Shops, Shop No 63 on Ground Floor, Located in Sapphire 83, Mall, Sector 83, Gurugram, Haryana 122001","153 on First Floor, Shops","Shop No 63 on Ground Floor, Located in Sapphire 83","Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",076690 97861,"076690 97861, +91 76690 97861",YES,208,4.4,https://search.google.com/local/reviews?placeid=ChIJf3Ej9749DTkRNc0rBUSEaWU&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7307517298064739637,28.392646499999998,76.9672543,https://stores.pantaloons.com/pantaloons/stores-in-gurugram/stores-in-sector-83/pantaloons-in-sector-83-gurugram--f1094579-002b-4d75-8ca8-3c77cc7143c1/home,stores.pantaloons.com,"Tuesday:[11 am–10 pm], Wednesday:[11 am–10 pm], Thursday:[11 am–10 pm], Friday:[11 am–10 pm], Saturday:[11 am–10 pm], Sunday:[11 am–10 pm], Monday:[11 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNQWOOokTs0o7CKSNvu9DSOykIxMExxd-z2d3tt=w122-h92-k-no,7307517298064739637,ChIJf3Ej9749DTkRNc0rBUSEaWU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Dreamz Mall, Gurugram)","Sector 4 & 7 Crossing, Jay Cinema Compound, Dreamz Mall, Old Railway Rd, opposite to Burger King, Sector 4, Gurugram, Haryana 122001","Sector 4 & 7 Crossing, Jay Cinema Compound",Dreamz Mall,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",076695 01901,"076695 01901, +91 76695 01901",YES,620,4.3,https://search.google.com/local/reviews?placeid=ChIJl5FeXdEZDTkReuzhn9FwfOo&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16896503947620117626,28.472919299999997,77.01782879999999,https://stores.pantaloons.com/pantaloons/stores-in-gurugram/stores-in-sector-4/pantaloons-in-sector-4-gurugram--2db72571-c1b2-491e-924d-43425504b542/home,stores.pantaloons.com,"Tuesday:[10:30 am–9:30 pm], Wednesday:[10:30 am–9:30 pm], Thursday:[10:30 am–9:30 pm], Friday:[10:30 am–9:30 pm], Saturday:[10:30 am–9:30 pm], Sunday:[10:30 am–9:30 pm], Monday:[10:30 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipP3WJowqNE9RvchTfOlp8ELdZ_QX9rxTFzYy-Z_=w163-h92-k-no,16896503947620117626,ChIJl5FeXdEZDTkReuzhn9FwfOo,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Pebbles Mall, Faridabad)","Unit No 11/12, First & Second Floor, Pebbles Downtown Mall, Metro Station, beside Bata Chowk, Sector 12, Faridabad, Haryana 121007","Unit No 11/12, First & Second Floor, Pebbles Downtown Mall",Metro Station,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",093559 68368,"093559 68368, +91 93559 68368",YES,86,4.6,https://search.google.com/local/reviews?placeid=ChIJCfg0hV_dDDkRu_Pr_apb4R0&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2153102886822474683,28.3852659,77.31422049999999,https://stores.pantaloons.com/pantaloons/stores-in-faridabad/stores-in-sector-12/pantaloons-in-sector-12-faridabad--84b977f1-c107-4f00-8c5d-eacd1340ce38/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipN1buDahcbbbF0TtbpL-ztAaTzPP1eWlwisOdnj=w163-h92-k-no,2153102886822474683,ChIJCfg0hV_dDDkRu_Pr_apb4R0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Emaya Mall, New Delhi)","Ground Floor And First Floor, Emaya Mall, Plot No 1, Between Block BG 1 and BG 2, near PRAGATI APARTMENT-4, Paschim Vihar, New Delhi, Delhi 110063","Ground Floor And First Floor, Emaya Mall","Plot No 1, Between Block BG 1 and BG 2","Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",011 4154 8114,"011 4154 8114, +91 11 4154 8114",YES,369,4.9,https://search.google.com/local/reviews?placeid=ChIJFaz1Rw8DDTkR3G7AeWabaQg&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=606186489289666268,28.668259199999998,77.111372,https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-paschim-vihar/pantaloons-in-paschim-vihar-new-delhi--43f2caf9-0d52-47eb-94d5-f074cf8f1424/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipNt0-KkD2wVhtYry_x3Xmes22vuN2KlFDY74WQm=w122-h92-k-no,606186489289666268,ChIJFaz1Rw8DDTkR3G7AeWabaQg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Select City Walk Mall, Saket, New Delhi)","Shop No SA 02, Second Floor, Select Citywalk Mall, Oppsite HomeStop, Plot No A3 and P 1B, Saket, Pushp Vihar, New Delhi, Delhi 110017","Shop No SA 02, Second Floor, Select Citywalk Mall",Oppsite HomeStop,"Clothing store,Baby clothing store,Casual Clothing Store,Children's clothing store,Clothing Accessories Store,Formal Clothing Store,Men's clothing store,Plus Size Clothing Store,Shoe store,Women's clothing store",011 4903 1597,"011 4903 1597, +91 11 4903 1597",YES,2242,4.2,https://search.google.com/local/reviews?placeid=ChIJd9WBIYvhDDkRzXBsYrKlFkg&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5194521405792481485,28.528102699999998,77.21833869999999,https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-saket/pantaloons-in-saket-new-delhi--2ad7071d-653c-4c28-baca-7b7fca4fc1d8/home,stores.pantaloons.com,"Tuesday:[11 am–10:30 pm], Wednesday:[11 am–10:30 pm], Thursday:[11 am–10:30 pm], Friday:[11 am–10:30 pm], Saturday:[11 am–10:30 pm], Sunday:[11 am–10:30 pm], Monday:[11 am–10:30 pm]",https://lh5.googleusercontent.com/p/AF1QipNQ6PHpU-h1BJAmHlqfeKEZg9A7leqL_BXczAE=w122-h92-k-no,5194521405792481485,ChIJd9WBIYvhDDkRzXBsYrKlFkg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Vegas Mall, New Delhi)","Second Floor, Vegas Mall, Shop No 224-226, Plot No 6, near Titan Store, Pocket 1, Sector 14 Dwarka, New Delhi, Delhi 110075","Second Floor, Vegas Mall","Shop No 224-226, Plot No 6","Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",011 6140 8891,"011 6140 8891, +91 11 6140 8891",YES,289,4.4,https://search.google.com/local/reviews?placeid=ChIJWWRvTugbDTkRY70irTOJFbk&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13336716726568664419,28.6010711,77.0287725,https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-dwarka/pantaloons-in-dwarka-new-delhi--868697c4-ccef-4638-b8a1-f8e9cfa4323f/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipMDouYWBh8bc5hIJNEtsJuYAr6gssvLI0_WKRp8=w122-h92-k-no,13336716726568664419,ChIJWWRvTugbDTkRY70irTOJFbk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Crown Interiorz Mall, Faridabad)","Crown Interiorz Mall, NH-19, near by Sarai Market, Ashoka Enclave 3, Subash Nagar, Sector 35, Faridabad, Haryana 121003",Crown Interiorz Mall,NH-19,"Clothing store,Baby clothing store,Casual Clothing Store,Formal Clothing Store,Men's clothing store,Western apparel store,Women's clothing store",0129 414 5442,"0129 414 5442, +91 129 414 5442",YES,1005,4,https://search.google.com/local/reviews?placeid=ChIJbdoWB8_nDDkR5Ws2l5u6q5w&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11289322068353903589,28.4701544,77.3070295,https://stores.pantaloons.com/pantaloons/stores-in-faridabad/stores-in-sector-35/pantaloons-in-sector-35-faridabad--ace63cde-dd83-4066-9048-fd4c01731997/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPYjfgr37hqR9jBecLXm1ldhINW-j2jn3qsouKd=w204-h92-k-no,11289322068353903589,ChIJbdoWB8_nDDkR5Ws2l5u6q5w,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Pantaloons (Ambience Mall, Gurugram)","Shop No G 48, Ground Floor & First Floor, Ambience Mall, NH 8, opposite McDonald's Kiosk, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122001","Shop No G 48, Ground Floor & First Floor",Ambience Mall,"Clothing store,Baby clothing store,Casual Clothing Store,Children's clothing store,Clothing Accessories Store,Formal Clothing Store,Men's clothing store,Plus Size Clothing Store,Shoe store,Women's clothing store",076691 69147,"076691 69147, +91 76691 69147",YES,1610,4.2,https://search.google.com/local/reviews?placeid=ChIJP_ER6q0ZDTkR_Pnb8qhKauQ&q=Pantaloons&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16459049877668362748,28.502693999999998,77.0970986,https://stores.pantaloons.com/pantaloons/stores-in-gurugram/stores-in-sector-24/pantaloons-in-sector-24-gurugram--36aea331-c297-450e-81a8-27042153f8ac/home,stores.pantaloons.com,"Tuesday:[11 am–9:30 pm], Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOPICIyhK5I2em5xSUFOOzmfoC_HEAGbXQQ0XHG=w122-h92-k-no,16459049877668362748,ChIJP_ER6q0ZDTkR_Pnb8qhKauQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Pantaloons,"AVL36A Flat no-207,Tower no- 08,2nd Floor, Gurugram, Haryana 122001","AVL36A Flat no-207,Tower no- 08,2nd Floor","Gurugram, Haryana 122001",Clothing store,jKvWZpmJGJucseMPho76kAs,,NO,,,,https://www.google.com/maps?cid=11904915659010943992,28.4153143,76.9633144,,,,,11904915659010943992,ChIJ90N0WQA9DTkR-CtViLfBNqU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Pantaloon,"H3PC+3G3, Ramphal Chowk Rd, Block C, Palam Extension, Palam, Delhi, 110075",H3PC+3G3,Ramphal Chowk Rd,Clothing store,jKvWZpmJGJucseMPho76kAs,,NO,,,,https://www.google.com/maps?cid=2433293653994887581,28.585129,77.0713114,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NnkUoUvCJIPKRkiPNyEYRw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=179.05487&pitch=0&thumbfov=100,2433293653994887581,ChIJMcM_PQAbDTkRndmTqK_LxCE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
